7:51:0	7:51:1	0.000000
8:4:42	8:4:43	0.000000
8:4:43	8:4:44	0.000000
8:4:44	8:4:45	0.000000
8:4:45	8:4:46	0.000000
8:4:46	8:4:47	0.000000
8:4:47	8:4:48	0.000000
8:4:48	8:4:49	0.000000
8:4:49	8:4:50	0.000000
8:4:50	8:4:51	0.000000
8:4:51	8:4:52	0.000000
8:4:52	8:4:53	0.000000
8:4:53	8:4:54	0.000000
8:4:54	8:4:55	0.000000
8:4:55	8:4:56	0.000000
8:4:56	8:4:57	0.000000
8:4:57	8:4:58	0.000000
8:4:58	8:4:59	0.000000
8:4:59	8:5:0	0.000000
8:5:0	8:5:1	0.000000
8:5:1	8:5:2	0.000000
8:5:2	8:5:3	0.000000
8:5:3	8:5:4	0.000000
8:5:4	8:5:5	0.000000
8:5:5	8:5:6	0.000000
8:5:6	8:5:7	0.000000
8:5:7	8:5:8	0.000000
8:5:8	8:5:9	0.000000
8:5:9	8:5:10	0.000000
8:5:10	8:5:11	0.000000
8:5:11	8:5:12	0.000000
8:5:12	8:5:13	0.000000
8:5:13	8:5:14	0.000000
8:5:14	8:5:15	0.000000
8:5:15	8:5:16	0.000000
8:5:16	8:5:17	0.000000
8:5:17	8:5:18	0.000000
8:5:18	8:5:19	0.000000
8:5:19	8:5:20	0.000000
8:5:20	8:5:21	0.000000
8:5:21	8:5:22	0.000000
8:5:22	8:5:23	0.000000
8:5:23	8:5:24	0.000000
8:5:24	8:5:25	0.000000
8:5:25	8:5:26	0.000000
8:5:26	8:5:27	0.000000
8:5:27	8:5:28	0.000000
8:5:28	8:5:29	0.000000
8:5:29	8:5:30	0.000000
8:5:30	8:5:31	0.000000
8:5:31	8:5:32	0.000000
8:5:32	8:5:33	0.000000
8:5:33	8:5:34	0.000000
8:5:34	8:5:35	0.000000
8:5:35	8:5:36	0.000000
8:5:36	8:5:37	0.000000
8:5:37	8:5:38	0.000000
8:5:38	8:5:39	0.000000
8:5:39	8:5:40	0.000000
8:5:40	8:5:41	0.000000
8:5:41	8:5:42	0.000000
8:5:42	8:5:43	0.000000
8:5:43	8:5:44	0.000000
8:5:44	8:5:45	0.000000
8:5:45	8:5:46	0.000000
8:5:46	8:5:47	0.000000
8:5:47	8:5:48	0.000000
8:5:48	8:5:49	0.000000
8:5:49	8:5:50	0.000000
8:5:50	8:5:51	0.000000
8:5:51	8:5:52	0.000000
8:5:52	8:5:53	0.000000
8:5:53	8:5:54	0.000000
8:5:54	8:5:55	0.000000
8:5:55	8:5:56	0.000000
8:5:56	8:5:57	0.000000
8:5:57	8:5:58	0.000000
8:5:58	8:5:59	0.000000
8:5:59	8:6:0	0.000000
8:6:0	8:6:1	0.000000
8:6:1	8:6:2	0.000000
8:6:2	8:6:3	0.000000
8:6:3	8:6:4	0.000000
8:6:4	8:6:5	0.000000
8:6:5	8:6:6	0.000000
8:6:6	8:6:7	0.000000
8:6:7	8:6:8	0.000000
8:6:8	8:6:9	0.000000
8:6:9	8:6:10	0.000000
8:6:10	8:6:11	0.000000
8:6:11	8:6:12	0.000000
8:6:12	8:6:13	0.000000
8:6:13	8:6:14	0.000000
8:6:14	8:6:15	0.000000
8:6:15	8:6:16	0.000000
8:6:16	8:6:17	0.000000
8:6:17	8:6:18	0.000000
8:6:18	8:6:19	0.000000
8:6:19	8:6:20	0.000000
8:6:20	8:6:21	0.000000
8:6:21	8:6:22	0.000000
8:6:22	8:6:23	0.000000
8:6:23	8:6:24	0.000000
8:6:24	8:6:25	0.000000
8:6:25	8:6:26	0.000000
8:6:26	8:6:27	0.000000
8:6:27	8:6:28	0.000000
8:6:28	8:6:29	0.000000
8:6:29	8:6:30	0.000000
8:6:30	8:6:31	0.000000
8:6:31	8:6:32	0.000000
8:6:32	8:6:33	0.000000
8:6:33	8:6:34	0.000000
8:6:34	8:6:35	0.000000
8:6:35	8:6:36	0.000000
8:6:36	8:6:37	0.000000
8:6:37	8:6:38	0.000000
8:6:38	8:6:39	0.000000
8:6:39	8:6:40	0.000000
8:6:40	8:6:41	0.000000
8:6:41	8:6:42	0.000000
8:6:42	8:6:43	0.000000
8:6:43	8:6:44	0.000000
8:6:44	8:6:45	0.000000
8:6:45	8:6:46	0.000000
8:6:46	8:6:47	0.000000
8:6:47	8:6:48	0.000000
8:6:48	8:6:49	0.000000
8:6:49	8:6:50	0.000000
8:6:50	8:6:51	0.000000
8:6:51	8:6:52	0.000000
8:6:52	8:6:53	0.000000
8:6:53	8:6:54	0.000000
8:6:54	8:6:55	0.000000
8:6:55	8:6:56	0.000000
8:6:56	8:6:57	0.000000
8:6:57	8:6:58	0.000000
8:6:58	8:6:59	0.000000
8:6:59	8:7:0	0.000000
8:7:0	8:7:1	0.000000
8:7:1	8:7:2	0.000000
8:7:2	8:7:3	0.000000
8:7:3	8:7:4	0.000000
8:7:4	8:7:5	0.000000
8:7:5	8:7:6	0.000000
8:7:6	8:7:7	0.000000
8:7:7	8:7:8	0.000000
8:7:8	8:7:9	0.000000
8:7:9	8:7:10	0.000000
8:7:10	8:7:11	0.000000
8:7:11	8:7:12	0.000000
8:7:12	8:7:13	0.000000
8:7:13	8:7:14	0.000000
8:7:14	8:7:15	0.000000
8:7:15	8:7:16	0.000000
8:7:16	8:7:17	0.000000
8:7:17	8:7:18	0.000000
8:7:18	8:7:19	0.000000
8:7:19	8:7:20	0.000000
8:7:20	8:7:21	0.000000
8:7:21	8:7:22	0.000000
8:7:22	8:7:23	0.000000
8:7:23	8:7:24	0.000000
8:7:24	8:7:25	0.000000
8:7:25	8:7:26	0.000000
8:7:26	8:7:27	0.000000
8:7:27	8:7:28	0.000000
8:7:28	8:7:29	0.000000
8:7:29	8:7:30	0.000000
8:7:30	8:7:31	0.000000
8:7:31	8:7:32	0.000000
8:7:32	8:7:33	0.000000
8:7:33	8:7:34	0.000000
8:7:34	8:7:35	0.000000
8:7:35	8:7:36	0.000000
8:7:36	8:7:37	0.000000
8:7:37	8:7:38	0.000000
8:7:38	8:7:39	0.000000
8:7:39	8:7:40	0.000000
8:7:40	8:7:41	0.000000
8:7:41	8:7:42	0.000000
8:7:42	8:7:43	0.000000
8:7:43	8:7:44	0.000000
8:7:44	8:7:45	0.000000
8:7:45	8:7:46	0.000000
8:7:46	8:7:47	0.000000
8:7:47	8:7:48	0.000000
8:7:48	8:7:49	0.000000
8:7:49	8:7:50	0.000000
8:7:50	8:7:51	0.000000
8:7:51	8:7:52	0.000000
8:7:52	8:7:53	0.000000
8:7:53	8:7:54	0.000000
8:7:54	8:7:55	0.000000
8:7:55	8:7:56	0.000000
8:7:56	8:7:57	0.000000
8:7:57	8:7:58	0.000000
8:7:58	8:7:59	0.000000
8:7:59	8:8:0	0.000000
8:8:0	8:8:1	0.000000
8:8:1	8:8:2	0.000000
8:8:2	8:8:3	0.000000
8:8:3	8:8:4	0.000000
8:8:4	8:8:5	0.000000
8:8:5	8:8:6	0.000000
8:8:6	8:8:7	0.000000
8:8:7	8:8:8	0.000000
8:8:8	8:8:9	0.000000
8:8:9	8:8:10	0.000000
8:8:10	8:8:11	0.000000
8:8:11	8:8:12	0.000000
8:8:12	8:8:13	0.000000
8:8:13	8:8:14	0.000000
8:8:14	8:8:15	0.000000
8:8:15	8:8:16	0.000000
8:8:16	8:8:17	0.000000
8:8:17	8:8:18	0.000000
8:8:18	8:8:19	0.000000
8:8:19	8:8:20	0.000000
8:8:20	8:8:21	0.000000
8:8:21	8:8:22	0.000000
8:8:22	8:8:23	0.000000
8:8:23	8:8:24	0.000000
8:8:24	8:8:25	0.000000
8:8:25	8:8:26	0.000000
8:8:26	8:8:27	0.000000
8:8:27	8:8:28	0.000000
8:8:28	8:8:29	0.000000
8:8:29	8:8:30	0.000000
8:8:30	8:8:31	0.000000
8:8:31	8:8:32	0.000000
8:8:32	8:8:33	0.000000
8:8:33	8:8:34	0.000000
8:8:34	8:8:35	0.000000
8:8:35	8:8:36	0.000000
8:8:36	8:8:37	0.000000
8:8:37	8:8:38	0.000000
8:8:38	8:8:39	0.000000
8:8:39	8:8:40	0.000000
8:8:40	8:8:41	0.000000
8:8:41	8:8:42	0.000000
8:8:42	8:8:43	0.000000
8:8:43	8:8:44	0.000000
8:8:44	8:8:45	0.000000
8:8:45	8:8:46	0.000000
8:8:46	8:8:47	0.000000
8:8:47	8:8:48	0.000000
8:8:48	8:8:49	0.000000
8:8:49	8:8:50	0.000000
8:8:50	8:8:51	0.000000
8:8:51	8:8:52	0.000000
8:8:52	8:8:53	0.000000
8:8:53	8:8:54	0.000000
8:8:54	8:8:55	0.000000
8:8:55	8:8:56	0.000000
8:8:56	8:8:57	0.000000
8:8:57	8:8:58	0.000000
8:8:58	8:8:59	0.000000
8:8:59	8:9:0	0.000000
8:9:0	8:9:1	0.000000
8:9:1	8:9:2	0.000000
8:9:2	8:9:3	0.000000
8:9:3	8:9:4	0.000000
8:9:4	8:9:5	0.000000
8:9:5	8:9:6	0.000000
8:9:6	8:9:7	0.000000
8:9:7	8:9:8	0.000000
8:9:8	8:9:9	0.000000
8:9:9	8:9:10	0.000000
8:9:10	8:9:11	0.000000
8:9:11	8:9:12	0.000000
8:9:12	8:9:13	0.000000
8:9:13	8:9:14	0.000000
8:9:14	8:9:15	0.000000
8:9:15	8:9:16	0.000000
8:9:16	8:9:17	0.000000
8:9:17	8:9:18	0.000000
8:9:18	8:9:19	0.000000
8:9:19	8:9:20	0.000000
8:9:20	8:9:21	0.000000
8:9:21	8:9:22	0.000000
8:9:22	8:9:23	0.000000
8:9:23	8:9:24	0.000000
8:9:24	8:9:25	0.000000
8:9:25	8:9:26	0.000000
8:9:26	8:9:27	0.000000
8:9:27	8:9:28	0.000000
8:9:28	8:9:29	0.000000
8:9:29	8:9:30	0.000000
8:9:30	8:9:31	0.000000
8:9:31	8:9:32	0.000000
8:9:32	8:9:33	0.000000
8:9:33	8:9:34	0.000000
8:9:34	8:9:35	0.000000
8:9:35	8:9:36	0.000000
8:9:36	8:9:37	0.000000
8:9:37	8:9:38	0.000000
8:9:38	8:9:39	0.000000
8:9:39	8:9:40	0.000000
8:9:40	8:9:41	0.000000
8:9:41	8:9:42	0.000000
8:9:42	8:9:43	0.000000
8:9:43	8:9:44	0.000000
8:9:44	8:9:45	0.000000
8:9:45	8:9:46	0.000000
8:9:46	8:9:47	0.000000
8:9:47	8:9:48	0.000000
8:9:48	8:9:49	0.000000
8:9:49	8:9:50	0.000000
8:9:50	8:9:51	0.000000
8:9:51	8:9:52	0.000000
8:9:52	8:9:53	0.000000
8:9:53	8:9:54	0.000000
8:9:54	8:9:55	0.000000
8:9:55	8:9:56	0.000000
8:9:56	8:9:57	0.000000
8:9:57	8:9:58	0.000000
8:9:58	8:9:59	0.000000
8:9:59	8:10:0	0.000000
8:10:0	8:10:1	0.000000
8:10:1	8:10:2	0.000000
8:10:2	8:10:3	0.000000
8:10:3	8:10:4	0.000000
8:10:4	8:10:5	0.000000
8:10:5	8:10:6	0.000000
8:10:6	8:10:7	0.000000
8:10:7	8:10:8	0.000000
8:10:8	8:10:9	0.000000
8:10:9	8:10:10	0.000000
8:10:10	8:10:11	0.000000
8:10:11	8:10:12	0.000000
8:10:12	8:10:13	0.000000
8:10:13	8:10:14	0.000000
8:10:14	8:10:15	0.000000
8:10:15	8:10:16	0.000000
8:10:16	8:10:17	0.000000
8:10:17	8:10:18	0.000000
8:10:18	8:10:19	0.000000
8:10:19	8:10:20	0.000000
8:10:20	8:10:21	0.000000
8:10:21	8:10:22	0.000000
8:10:22	8:10:23	0.000000
8:10:23	8:10:24	0.000000
8:10:24	8:10:25	0.000000
8:10:25	8:10:26	0.000000
8:10:26	8:10:27	0.000000
8:10:27	8:10:28	0.000000
8:10:28	8:10:29	0.000000
8:10:29	8:10:30	0.000000
8:10:30	8:10:31	0.000000
8:10:31	8:10:32	0.000000
8:10:32	8:10:33	0.000000
8:10:33	8:10:34	0.000000
8:10:34	8:10:35	0.000000
8:10:35	8:10:36	0.000000
8:10:36	8:10:37	0.000000
8:10:37	8:10:38	0.000000
8:10:38	8:10:39	0.000000
8:10:39	8:10:40	0.000000
8:10:40	8:10:41	0.000000
8:10:41	8:10:42	0.000000
8:10:42	8:10:43	0.000000
8:10:43	8:10:44	0.000000
8:10:44	8:10:45	0.000000
8:10:45	8:10:46	0.000000
8:10:46	8:10:47	0.000000
8:10:47	8:10:48	0.000000
8:10:48	8:10:49	0.000000
8:10:49	8:10:50	0.000000
8:10:50	8:10:51	0.000000
8:10:51	8:10:52	0.000000
8:10:52	8:10:53	0.000000
8:10:53	8:10:54	0.000000
8:10:54	8:10:55	0.000000
8:10:55	8:10:56	0.000000
8:10:56	8:10:57	0.000000
8:10:57	8:10:58	0.000000
8:10:58	8:10:59	0.000000
8:10:59	8:11:0	0.000000
8:11:0	8:11:1	0.000000
8:11:1	8:11:2	0.000000
8:11:2	8:11:3	0.000000
8:11:3	8:11:4	0.000000
8:11:4	8:11:5	0.000000
8:11:5	8:11:6	0.000000
8:11:6	8:11:7	0.000000
8:11:7	8:11:8	0.000000
8:11:8	8:11:9	0.000000
8:11:9	8:11:10	0.000000
8:11:10	8:11:11	0.000000
8:11:11	8:11:12	0.000000
8:11:12	8:11:13	0.000000
8:11:13	8:11:14	0.000000
8:11:14	8:11:15	0.000000
8:11:15	8:11:16	0.000000
8:11:16	8:11:17	0.000000
8:11:17	8:11:18	0.000000
8:11:18	8:11:19	0.000000
8:11:19	8:11:20	0.000000
8:11:20	8:11:21	0.000000
8:11:21	8:11:22	0.000000
8:11:22	8:11:23	0.000000
8:11:23	8:11:24	0.000000
8:11:24	8:11:25	0.000000
8:11:25	8:11:26	0.000000
8:11:26	8:11:27	0.000000
8:11:27	8:11:28	0.000000
8:11:28	8:11:29	0.000000
8:11:29	8:11:30	0.000000
8:11:30	8:11:31	0.000000
8:11:31	8:11:32	0.000000
8:11:32	8:11:33	0.000000
8:11:33	8:11:34	0.000000
8:11:34	8:11:35	0.000000
8:11:35	8:11:36	0.000000
8:11:36	8:11:37	0.000000
8:11:37	8:11:38	0.000000
8:11:38	8:11:39	0.000000
8:11:39	8:11:40	0.000000
8:11:40	8:11:41	0.000000
8:11:41	8:11:42	0.000000
8:11:42	8:11:43	0.000000
8:11:43	8:11:44	0.000000
8:11:44	8:11:45	0.000000
8:11:45	8:11:46	0.000000
8:11:46	8:11:47	0.000000
8:11:47	8:11:48	0.000000
8:11:48	8:11:49	0.000000
8:11:49	8:11:50	0.000000
8:11:50	8:11:51	0.000000
8:11:51	8:11:52	0.000000
8:11:52	8:11:53	0.000000
8:11:53	8:11:54	0.000000
8:11:54	8:11:55	0.000000
8:11:55	8:11:56	0.000000
8:11:56	8:11:57	0.000000
8:11:57	8:11:58	0.000000
8:11:58	8:11:59	0.000000
8:11:59	8:12:0	0.000000
8:12:0	8:12:1	0.000000
8:12:1	8:12:2	0.000000
8:12:2	8:12:3	0.000000
8:12:3	8:12:4	0.000000
8:12:4	8:12:5	0.000000
8:12:5	8:12:6	0.000000
8:12:6	8:12:7	0.000000
8:12:7	8:12:8	0.000000
8:12:8	8:12:9	0.000000
8:12:9	8:12:10	0.000000
8:12:10	8:12:11	0.000000
8:12:11	8:12:12	0.000000
8:12:12	8:12:13	0.000000
8:12:13	8:12:14	0.000000
8:12:14	8:12:15	0.000000
8:12:15	8:12:16	0.000000
8:12:16	8:12:17	0.000000
8:12:17	8:12:18	0.000000
8:12:18	8:12:19	0.000000
8:12:19	8:12:20	0.000000
8:12:20	8:12:21	0.000000
8:12:21	8:12:22	0.000000
8:12:22	8:12:23	0.000000
8:12:23	8:12:24	0.000000
8:12:24	8:12:25	0.000000
8:12:25	8:12:26	0.000000
8:12:26	8:12:27	0.000000
8:12:27	8:12:28	0.000000
8:12:28	8:12:29	0.000000
8:12:29	8:12:30	0.000000
8:12:30	8:12:31	0.000000
8:12:31	8:12:32	0.000000
8:12:32	8:12:33	0.000000
8:12:33	8:12:34	0.000000
8:12:34	8:12:35	0.000000
8:12:35	8:12:36	0.000000
8:12:36	8:12:37	0.000000
8:12:37	8:12:38	0.000000
8:12:38	8:12:39	0.000000
8:12:39	8:12:40	0.000000
8:12:40	8:12:41	0.000000
8:12:41	8:12:42	0.000000
8:12:42	8:12:43	0.000000
8:12:43	8:12:44	0.000000
8:12:44	8:12:45	0.000000
8:12:45	8:12:46	0.000000
8:12:46	8:12:47	0.000000
8:12:47	8:12:48	0.000000
8:12:48	8:12:49	0.000000
8:12:49	8:12:50	0.000000
8:12:50	8:12:51	0.000000
8:12:51	8:12:52	0.000000
8:12:52	8:12:53	0.000000
8:12:53	8:12:54	0.000000
8:12:54	8:12:55	0.000000
8:12:55	8:12:56	0.000000
8:12:56	8:12:57	0.000000
8:12:57	8:12:58	0.000000
8:12:58	8:12:59	0.000000
8:12:59	8:13:0	0.000000
8:13:0	8:13:1	0.000000
8:13:1	8:13:2	0.000000
8:13:2	8:13:3	0.000000
8:13:3	8:13:4	0.000000
8:13:4	8:13:5	0.000000
8:13:5	8:13:6	0.000000
8:13:6	8:13:7	0.000000
8:13:7	8:13:8	0.000000
8:13:8	8:13:9	0.000000
8:13:9	8:13:10	0.000000
8:13:10	8:13:11	0.000000
8:13:11	8:13:12	0.000000
8:13:12	8:13:13	0.000000
8:13:13	8:13:14	0.000000
8:13:14	8:13:15	0.000000
8:13:15	8:13:16	0.000000
8:13:16	8:13:17	0.000000
8:13:17	8:13:18	0.000000
8:13:18	8:13:19	0.000000
8:13:19	8:13:20	0.000000
8:13:20	8:13:21	0.000000
8:13:21	8:13:22	0.000000
8:13:22	8:13:23	0.000000
8:13:23	8:13:24	0.000000
8:13:24	8:13:25	0.000000
8:13:25	8:13:26	0.000000
8:13:26	8:13:27	0.000000
8:13:27	8:13:28	0.000000
8:13:28	8:13:29	0.000000
8:13:29	8:13:30	0.000000
8:13:30	8:13:31	0.000000
8:13:31	8:13:32	0.000000
8:13:32	8:13:33	0.000000
8:13:33	8:13:34	0.000000
8:13:34	8:13:35	0.000000
8:13:35	8:13:36	0.000000
8:13:36	8:13:37	0.000000
8:13:37	8:13:38	0.000000
8:13:38	8:13:39	0.000000
8:13:39	8:13:40	0.000000
8:13:40	8:13:41	0.000000
8:13:41	8:13:42	0.000000
8:13:42	8:13:43	0.000000
8:13:43	8:13:44	0.000000
8:13:44	8:13:45	0.000000
8:13:45	8:13:46	0.000000
8:13:46	8:13:47	0.000000
8:13:47	8:13:48	0.000000
8:13:48	8:13:49	0.000000
8:13:49	8:13:50	0.000000
8:13:50	8:13:51	0.000000
8:13:51	8:13:52	0.000000
8:13:52	8:13:53	0.000000
8:13:53	8:13:54	0.000000
8:13:54	8:13:55	0.000000
8:13:55	8:13:56	0.000000
8:13:56	8:13:57	0.000000
8:13:57	8:13:58	0.000000
8:13:58	8:13:59	0.000000
8:13:59	8:14:0	0.000000
8:14:0	8:14:1	0.000000
8:14:1	8:14:2	0.000000
8:14:2	8:14:3	0.000000
8:14:3	8:14:4	0.000000
8:14:4	8:14:5	0.000000
8:14:5	8:14:6	0.000000
8:14:6	8:14:7	0.000000
8:14:7	8:14:8	0.000000
8:14:8	8:14:9	0.000000
8:14:9	8:14:10	0.000000
8:14:10	8:14:11	0.000000
8:14:11	8:14:12	0.000000
8:14:12	8:14:13	0.000000
8:14:13	8:14:14	0.000000
8:14:14	8:14:15	0.000000
8:14:15	8:14:16	0.000000
8:14:16	8:14:17	0.000000
8:14:17	8:14:18	0.000000
8:14:18	8:14:19	0.000000
8:14:19	8:14:20	0.000000
8:14:20	8:14:21	0.000000
8:14:21	8:14:22	0.000000
8:14:22	8:14:23	0.000000
8:14:23	8:14:24	0.000000
8:14:24	8:14:25	0.000000
8:14:25	8:14:26	0.000000
8:14:26	8:14:27	0.000000
8:14:27	8:14:28	0.000000
8:14:28	8:14:29	0.000000
8:14:29	8:14:30	0.000000
8:14:30	8:14:31	0.000000
8:14:31	8:14:32	0.000000
8:14:32	8:14:33	0.000000
8:14:33	8:14:34	0.000000
8:14:34	8:14:35	0.000000
8:14:35	8:14:36	0.000000
8:14:36	8:14:37	0.000000
8:14:37	8:14:38	0.000000
8:14:38	8:14:39	0.000000
8:14:39	8:14:40	0.000000
8:14:40	8:14:41	0.000000
8:14:41	8:14:42	0.000000
8:14:42	8:14:43	0.000000
8:14:43	8:14:44	0.000000
8:14:44	8:14:45	0.000000
8:14:45	8:14:46	0.000000
8:14:46	8:14:47	0.000000
8:14:47	8:14:48	0.000000
8:14:48	8:14:49	0.000000
8:14:49	8:14:50	0.000000
8:14:50	8:14:51	0.000000
8:14:51	8:14:52	0.000000
8:14:52	8:14:53	0.000000
8:14:53	8:14:54	0.000000
8:14:54	8:14:55	0.000000
8:14:55	8:14:56	0.000000
8:14:56	8:14:57	0.000000
8:14:57	8:14:58	0.000000
8:14:58	8:14:59	0.000000
8:14:59	8:15:0	0.000000
8:15:0	8:15:1	0.000000
8:15:1	8:15:2	0.000000
8:15:2	8:15:3	0.000000
8:15:3	8:15:4	0.000000
8:15:4	8:15:5	0.000000
8:15:5	8:15:6	0.000000
8:15:6	8:15:7	0.000000
8:15:7	8:15:8	0.000000
8:15:8	8:15:9	0.000000
8:15:9	8:15:10	0.000000
8:15:10	8:15:11	0.000000
8:15:11	8:15:12	0.000000
8:15:12	8:15:13	0.000000
8:15:13	8:15:14	0.000000
8:15:14	8:15:15	0.000000
8:15:15	8:15:16	0.000000
8:15:16	8:15:17	0.000000
8:15:17	8:15:18	0.000000
8:15:18	8:15:19	0.000000
8:15:19	8:15:20	0.000000
8:15:20	8:15:21	0.000000
8:15:21	8:15:22	0.000000
8:15:22	8:15:23	0.000000
8:15:23	8:15:24	0.000000
8:15:24	8:15:25	0.000000
8:15:25	8:15:26	0.000000
8:15:26	8:15:27	0.000000
8:15:27	8:15:28	0.000000
8:15:28	8:15:29	0.000000
8:15:29	8:15:30	0.000000
8:15:30	8:15:31	0.000000
8:15:31	8:15:32	0.000000
8:15:32	8:15:33	0.000000
8:15:33	8:15:34	0.000000
8:15:34	8:15:35	0.000000
8:15:35	8:15:36	0.000000
8:15:36	8:15:37	0.000000
8:15:37	8:15:38	0.000000
8:15:38	8:15:39	0.000000
8:15:39	8:15:40	0.000000
8:15:40	8:15:41	0.000000
8:15:41	8:15:42	0.000000
8:15:42	8:15:43	0.000000
8:15:43	8:15:44	0.000000
8:15:44	8:15:45	0.000000
8:15:45	8:15:46	0.000000
8:15:46	8:15:47	0.000000
8:15:47	8:15:48	0.000000
8:15:48	8:15:49	0.000000
8:15:49	8:15:50	0.000000
8:15:50	8:15:51	0.000000
8:15:51	8:15:52	0.000000
8:15:52	8:15:53	0.000000
8:15:53	8:15:54	0.000000
8:15:54	8:15:55	0.000000
8:15:55	8:15:56	0.000000
8:15:56	8:15:57	0.000000
8:15:57	8:15:58	0.000000
8:15:58	8:15:59	0.000000
8:15:59	8:16:0	0.000000
8:16:0	8:16:1	0.000000
8:16:1	8:16:2	0.000000
8:16:2	8:16:3	0.000000
8:16:3	8:16:4	0.000000
8:16:4	8:16:5	0.000000
8:16:5	8:16:6	0.000000
8:16:6	8:16:7	0.000000
8:16:7	8:16:8	0.000000
8:16:8	8:16:9	0.000000
8:16:9	8:16:10	0.000000
8:16:10	8:16:11	0.000000
8:16:11	8:16:12	0.000000
8:16:12	8:16:13	0.000000
8:16:13	8:16:14	0.000000
8:16:14	8:16:15	0.000000
8:16:15	8:16:16	0.000000
8:16:16	8:16:17	0.000000
8:16:17	8:16:18	0.000000
8:16:18	8:16:19	0.000000
8:16:19	8:16:20	0.000000
8:16:20	8:16:21	0.000000
8:16:21	8:16:22	0.000000
8:16:22	8:16:23	0.000000
8:16:23	8:16:24	0.000000
8:16:24	8:16:25	0.000000
8:16:25	8:16:26	0.000000
8:16:26	8:16:27	0.000000
8:16:27	8:16:28	0.000000
8:16:28	8:16:29	0.000000
8:16:29	8:16:30	0.000000
8:16:30	8:16:31	0.000000
8:16:31	8:16:32	0.000000
8:16:32	8:16:33	0.000000
8:16:33	8:16:34	0.000000
8:16:34	8:16:35	0.000000
8:16:35	8:16:36	0.000000
8:16:36	8:16:37	0.000000
8:16:37	8:16:38	0.000000
8:16:38	8:16:39	0.000000
8:16:39	8:16:40	0.000000
8:16:40	8:16:41	0.000000
8:16:41	8:16:42	0.000000
8:16:42	8:16:43	0.000000
8:16:43	8:16:44	0.000000
8:16:44	8:16:45	0.000000
8:16:45	8:16:46	0.000000
8:16:46	8:16:47	0.000000
8:16:47	8:16:48	0.000000
8:16:48	8:16:49	0.000000
8:16:49	8:16:50	0.000000
8:16:50	8:16:51	0.000000
8:16:51	8:16:52	0.000000
8:16:52	8:16:53	0.000000
8:16:53	8:16:54	0.000000
8:16:54	8:16:55	0.000000
8:16:55	8:16:56	0.000000
8:16:56	8:16:57	0.000000
8:16:57	8:16:58	0.000000
8:16:58	8:16:59	0.000000
8:16:59	8:17:0	0.000000
8:17:0	8:17:1	0.000000
8:17:1	8:17:2	0.000000
8:17:2	8:17:3	0.000000
8:17:3	8:17:4	0.000000
8:17:4	8:17:5	0.000000
8:17:5	8:17:6	0.000000
8:17:6	8:17:7	0.000000
8:17:7	8:17:8	0.000000
8:17:8	8:17:9	0.000000
8:17:9	8:17:10	0.000000
8:17:10	8:17:11	0.000000
8:17:11	8:17:12	0.000000
8:17:12	8:17:13	0.000000
8:17:13	8:17:14	0.000000
8:17:14	8:17:15	0.000000
8:17:15	8:17:16	0.000000
8:17:16	8:17:17	0.000000
8:17:17	8:17:18	0.000000
8:17:18	8:17:19	0.000000
8:17:19	8:17:20	0.000000
8:17:20	8:17:21	0.000000
8:17:21	8:17:22	0.000000
8:17:22	8:17:23	0.000000
8:17:23	8:17:24	0.000000
8:17:24	8:17:25	0.000000
8:17:25	8:17:26	0.000000
8:17:26	8:17:27	0.000000
8:17:27	8:17:28	0.000000
8:17:28	8:17:29	0.000000
8:17:29	8:17:30	0.000000
8:17:30	8:17:31	0.000000
8:17:31	8:17:32	0.000000
8:17:32	8:17:33	0.000000
8:17:33	8:17:34	0.000000
8:17:34	8:17:35	0.000000
8:17:35	8:17:36	0.000000
8:17:36	8:17:37	0.000000
8:17:37	8:17:38	0.000000
8:17:38	8:17:39	0.000000
8:17:39	8:17:40	0.000000
8:17:40	8:17:41	0.000000
8:17:41	8:17:42	0.000000
8:17:42	8:17:43	0.000000
8:17:43	8:17:44	0.000000
8:17:44	8:17:45	0.000000
8:17:45	8:17:46	0.000000
8:17:46	8:17:47	0.000000
8:17:47	8:17:48	0.000000
8:17:48	8:17:49	0.000000
8:17:49	8:17:50	0.000000
8:17:50	8:17:51	0.000000
8:17:51	8:17:52	0.000000
8:17:52	8:17:53	0.000000
8:17:53	8:17:54	0.000000
8:17:54	8:17:55	0.000000
8:17:55	8:17:56	0.000000
8:17:56	8:17:57	0.000000
8:17:57	8:17:58	0.000000
8:17:58	8:17:59	0.000000
8:17:59	8:18:0	0.000000
8:18:0	8:18:1	0.000000
8:18:1	8:18:2	0.000000
8:18:2	8:18:3	0.000000
8:18:3	8:18:4	0.000000
8:18:4	8:18:5	0.000000
8:18:5	8:18:6	0.000000
8:18:6	8:18:7	0.000000
8:18:7	8:18:8	0.000000
8:18:8	8:18:9	0.000000
8:18:9	8:18:10	0.000000
8:18:10	8:18:11	0.000000
8:18:11	8:18:12	0.000000
8:18:12	8:18:13	0.000000
8:18:13	8:18:14	0.000000
8:18:14	8:18:15	0.000000
8:18:15	8:18:16	0.000000
8:18:16	8:18:17	0.000000
8:18:17	8:18:18	0.000000
8:18:18	8:18:19	0.000000
8:18:19	8:18:20	0.000000
8:18:20	8:18:21	0.000000
8:18:21	8:18:22	0.000000
8:18:22	8:18:23	0.000000
8:18:23	8:18:24	0.000000
